model_name,seed,AS,PS,RS,F1S,SS,NPV
BBO-RVFL,10,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,15,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,21,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,24,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,27,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,29,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,30,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,35,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,40,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
BBO-RVFL,42,0.9814814814814815,0.9629629629629629,0.9761904761904763,0.9680464778503994,0.9880952380952381,0.9855072463768115
SADE-RVFL,10,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,15,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,21,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,24,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,27,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,29,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,30,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,35,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,40,1.0,1.0,1.0,1.0,1.0,1.0
SADE-RVFL,42,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,10,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,15,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,21,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,24,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,27,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,29,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,30,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,35,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,40,1.0,1.0,1.0,1.0,1.0,1.0
SHADE-RVFL,42,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,10,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,15,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,21,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,24,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,27,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,29,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,30,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,35,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,40,1.0,1.0,1.0,1.0,1.0,1.0
LCO-RVFL,42,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,10,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,15,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,21,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,24,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,27,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,29,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,30,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,35,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,40,1.0,1.0,1.0,1.0,1.0,1.0
INFO-RVFL,42,1.0,1.0,1.0,1.0,1.0,1.0
QLE-SCA-RVFL,10,1.0,1.0,1.0,1.0,1.0,1.0
QLE-SCA-RVFL,15,1.0,1.0,1.0,1.0,1.0,1.0
