model_name,seed,MAE,RMSE,NNSE,WI,R,KGE
BBO-RVFL,10,0.129236088727874,0.1607611544323159,0.6655000810676291,0.8157292753934644,0.7070950656310855,0.6087337804664636
BBO-RVFL,15,0.1288338429274723,0.1601267359336595,0.6672582349849823,0.8175514505996423,0.7107826596296318,0.6147909584466322
BBO-RVFL,21,0.129236088727874,0.1607611544323159,0.6655000810676291,0.8157292753934644,0.7070950656310855,0.6087337804664636
BBO-RVFL,24,0.129236088727874,0.1607611544323159,0.6655000810676291,0.8157292753934644,0.7070950656310855,0.6087337804664636
BBO-RVFL,27,0.1295844299492724,0.1611764752092312,0.6643503762014235,0.8151394963293968,0.704905467720482,0.6065256743178573
BBO-RVFL,29,0.129236088727874,0.1607611544323159,0.6655000810676291,0.8157292753934644,0.7070950656310855,0.6087337804664636
BBO-RVFL,30,0.1295844299492724,0.1611764752092312,0.6643503762014235,0.8151394963293968,0.704905467720482,0.6065256743178573
BBO-RVFL,35,0.129236088727874,0.1607611544323159,0.6655000810676291,0.8157292753934644,0.7070950656310855,0.6087337804664636
BBO-RVFL,40,0.129236088727874,0.1607611544323159,0.6655000810676291,0.8157292753934644,0.7070950656310855,0.6087337804664636
BBO-RVFL,42,0.1295844299492724,0.1611764752092312,0.6643503762014235,0.8151394963293968,0.704905467720482,0.6065256743178573
SADE-RVFL,10,0.1284539384460144,0.1617623277627417,0.6627303267932171,0.8155986563006627,0.7018112399805082,0.6057233217147634
SADE-RVFL,15,0.1281581595113648,0.1622695983729979,0.6613292312899883,0.8158797669642079,0.7007193707931952,0.6140210083363693
SADE-RVFL,21,0.1273581152436868,0.160203475325595,0.6670454449476891,0.8215836232177842,0.7090823907064093,0.6190485877533746
SADE-RVFL,24,0.1286208747269643,0.1614290993335317,0.6636515492302157,0.8184726665356145,0.703925137514924,0.6154237541439458
SADE-RVFL,27,0.1315441781139159,0.1673226383286992,0.6474601985587729,0.809097463621421,0.7067853465333358,0.6508260874928453
SADE-RVFL,29,0.1284164990990407,0.1617404125686297,0.6627908918785553,0.815494058120975,0.7018418585259465,0.6049590005361833
SADE-RVFL,30,0.1288143854831689,0.1618340333279647,0.662532180484326,0.8155523754538188,0.7024571797159659,0.6115642585260497
SADE-RVFL,35,0.128490160528702,0.1609504425213592,0.6649759622720635,0.819258076066413,0.7058128174279112,0.6153737666706652
SADE-RVFL,40,0.1269545603062951,0.1602408924089621,0.6669417036817454,0.8209558653914262,0.7099637145871031,0.6248248734131016
SADE-RVFL,42,0.1291180931267206,0.1601316357049843,0.6672446474393531,0.8181717732692657,0.7107241881721197,0.5773695639712066
SHADE-RVFL,10,0.126852535782506,0.1588386162403655,0.6708350384890225,0.8231601063614777,0.717050411382072,0.6283731230047511
