model_name,seed,size_hidden,act_name,weight_initializer,trainer,alpha
BBO-RVFL,10,173,relu,he_normal,L2,9.268382238597532
BBO-RVFL,15,46,gelu,lecun_normal,L2,9.952200193093361
BBO-RVFL,21,156,gelu,lecun_normal,L2,9.268382238597532
BBO-RVFL,24,173,relu,he_normal,L2,9.268382238597532
BBO-RVFL,27,46,gelu,lecun_normal,L2,9.952200193093361
BBO-RVFL,29,154,gelu,glorot_normal,L2,5.653889766320764
BBO-RVFL,30,154,gelu,lecun_normal,L2,9.268382238597532
BBO-RVFL,35,173,relu,he_normal,L2,9.268382238597532
BBO-RVFL,40,147,selu,lecun_normal,L2,5.011036205353272
BBO-RVFL,42,46,gelu,lecun_normal,L2,9.952200193093361
SADE-RVFL,10,175,prelu,glorot_normal,L2,9.820747783717374
SADE-RVFL,15,165,leaky_relu,lecun_normal,L2,9.370657849002402
SADE-RVFL,21,176,prelu,glorot_normal,L2,9.663469412357625
SADE-RVFL,24,167,relu,lecun_normal,L2,9.99820706267245
SADE-RVFL,27,175,prelu,glorot_normal,L2,9.751049134074712
SADE-RVFL,29,175,prelu,glorot_normal,L2,9.842809343033112
SADE-RVFL,30,166,leaky_relu,lecun_normal,L2,9.303823947171317
SADE-RVFL,35,173,prelu,he_normal,L2,6.814978470174034
SADE-RVFL,40,166,relu,lecun_normal,L2,9.468863940115822
SADE-RVFL,42,175,prelu,glorot_normal,L2,9.737431645989416
SHADE-RVFL,10,166,leaky_relu,lecun_normal,L2,9.251907190560313
SHADE-RVFL,15,176,prelu,glorot_normal,L2,9.674862302370803
SHADE-RVFL,21,166,leaky_relu,lecun_normal,L2,9.282184968227655
SHADE-RVFL,24,166,relu,lecun_normal,L2,9.447771960184841
SHADE-RVFL,27,168,relu,lecun_normal,L2,10.0
SHADE-RVFL,29,170,relu,lecun_normal,L2,9.773922842432262
SHADE-RVFL,30,170,relu,lecun_normal,L2,9.67428780018399
SHADE-RVFL,35,170,leaky_relu,lecun_normal,L2,9.337039720087562
SHADE-RVFL,40,165,leaky_relu,lecun_normal,L2,9.31997529362491
SHADE-RVFL,42,179,prelu,he_normal,L2,7.67469249050075
LCO-RVFL,10,200,silu,glorot_normal,L2,0.10123293891430027
LCO-RVFL,15,200,silu,glorot_normal,L2,0.10115510592475035
LCO-RVFL,21,195,swish,glorot_normal,L2,1.2237120848753977
LCO-RVFL,24,200,silu,glorot_normal,L2,0.10118059850532093
LCO-RVFL,27,200,silu,glorot_normal,L2,0.4881679537320386
LCO-RVFL,29,160,silu,he_normal,L2,3.70017498802084
LCO-RVFL,30,200,silu,glorot_normal,L2,0.11214858358337927
LCO-RVFL,35,200,silu,glorot_normal,L2,0.10118059850532093
LCO-RVFL,40,200,silu,glorot_normal,L2,0.11268018486567022
LCO-RVFL,42,200,swish,glorot_normal,L2,0.11267607516490721
INFO-RVFL,10,176,prelu,glorot_normal,L2,9.613480254108156
